Gender,HeightCm,WeightKg
Male,155,73
Male,176,59
Female,168,58
Male,171,59
Male,171,72
Male,161,58
Male,170,76
Male,150,94
Female,174,70
Female,140,92
Male,158,56
Female,174,92
Male,168,82
Female,157,57
Male,150,89
Female,144,54
Female,152,57
Female,159,80
Male,150,92
Female,147,70
Female,165,75
Female,170,82
Male,147,85
Female,179,83
Female,149,86
Female,151,67
Male,150,60
Female,165,70
Male,167,57
Female,153,86
Male,141,94
Male,168,57
Male,158,54
Male,143,80
Female,170,86
Female,143,82
Female,175,63
Male,175,90
Male,164,97
Male,148,84
Male,154,52
Female,147,51
Female,156,62
Female,177,92
Male,154,70
Female,167,98
Female,160,84
Male,172,67
Male,175,81
Female,155,82
Male,151,77
Male,165,53
Female,170,72
Male,150,68
Female,141,87
Female,144,99
Male,158,55
Male,156,78
Female,147,69
Male,168,72
Female,179,88
Female,151,80
Male,173,74
Male,144,93
Female,153,61
Female,172,66
Female,144,81
Female,157,66
Male,174,71
Female,159,92
Female,144,85
Male,169,99
Female,140,71
Female,166,54
Male,179,93
Female,162,96
Female,157,73
Female,157,79
Male,165,94
Female,174,70
Male,148,85
Male,156,66
Female,161,80
Female,179,92
Female,143,98
Female,141,59
Male,177,93
Male,156,86
Male,141,75
Female,176,97
Female,178,58
Male,174,78
Female,157,72
Female,164,62
Female,144,73
Female,178,66
Male,140,65
Female,163,57
Female,142,79
Male,164,84
Female,153,91
Female,147,55
Female,154,94
Female,179,70
Male,173,62
Male,164,79
Female,153,61
Female,146,73
Male,144,91
Male,140,90
Male,147,63
Male,179,99
Female,168,66
Male,145,67
Female,153,83
Female,175,62
Male,177,62
Female,162,64
Female,162,67
Female,163,63
Female,179,70
Male,159,99
Male,172,50
Male,162,75
Male,158,72
Male,145,81
Male,172,99
Male,177,52
Male,158,90
Male,168,75
Female,154,93
Male,165,82
Female,151,84
Female,173,65
Male,158,84
Male,178,57
Male,171,65
Male,148,72
Male,140,66
Male,151,74
Male,150,58
Female,173,91
Female,141,73
Female,143,90
Male,150,91
Male,163,77
Male,159,78
Female,154,85
Female,143,91
Male,165,87
Female,158,90
Male,145,57
Male,168,72
Female,147,88
Female,162,98
Male,157,72
Female,176,82
Female,164,71
Male,140,53
Male,169,57
Female,150,55
Male,145,97
Female,166,80
Male,146,74
Female,149,60
Female,163,85
Male,177,91
Female,179,93
Male,177,66
Male,175,52
Female,160,62
Male,177,89
Male,155,53
Male,179,56
Male,148,53
Female,156,85
Female,176,73
Female,165,57
Male,166,56
Male,165,83
Female,175,91
Male,178,59
Female,149,62
Female,169,93
Male,161,54
Female,152,72
Female,150,59
Male,155,69
Male,155,50
Male,143,71
Female,144,76
Male,145,92
Female,149,71
Female,175,70
Male,162,99
Male,172,80
Male,175,96
Male,176,83
Female,159,64
Female,155,73
Male,164,64
Female,157,67
Female,157,70
Female,173,54
Male,166,59
Male,140,73
Male,176,75
Female,144,68
Male,178,77
Male,144,54
Female,150,83
Female,147,52
Female,151,94
Male,179,64
Male,171,68
Male,179,60
Male,168,82
Male,158,85
Male,146,63
Male,155,70
Male,147,57
Male,141,75
Male,150,84
Female,162,71
Male,176,64
Female,145,53
Female,166,80
Female,157,89
Female,140,58
Male,156,98
Male,168,84
Male,145,91
Male,156,52
Female,148,51
Male,142,66
Male,153,56
Female,161,57
Male,140,55
Female,156,87
Male,157,87
Female,173,58
Male,155,69
Female,179,76
Male,158,57
Male,168,84
Male,150,89
Female,154,57
Male,177,95
Male,154,56
Female,165,88
Female,143,77
Male,150,71
Male,168,79
Male,170,81
Male,151,98
Male,151,89
Male,145,58
Female,148,95
Female,176,81
Male,157,66
Female,169,68
Female,158,59
Female,167,82
Female,143,84
Male,157,50
Male,149,66
Male,140,86
Female,176,91
Female,158,69
Male,150,94
Male,148,79
Female,176,97
Male,145,73
Female,152,76
Female,163,87
Female,140,85
Female,148,60
Female,155,67
Female,153,91
Male,154,56
Male,177,96
Female,144,88
Female,174,52
Male,163,93
Female,171,72
Male,169,76
Male,143,95
Male,157,59
Male,152,84
Male,173,62
Female,178,87
Female,157,64
Female,150,69
Female,159,68
Male,148,93
Female,148,54
Female,154,61
Male,158,69
Male,157,54
Male,160,79
Male,149,52
Male,155,54
Male,151,53
Female,166,56
Male,145,70
Male,177,60
Male,164,58
Male,160,56
Female,172,63
Female,167,93
Female,148,59
Female,172,70
Female,149,72
Male,144,69
Male,142,80
Female,150,74
Male,157,51
Male,143,74
Female,177,51
Male,146,81
Female,165,64
Female,158,98
Male,159,91
Female,153,77
Female,145,56
Female,161,98
Female,153,61
Male,163,92
Female,158,69
Male,145,62
Male,142,83
Male,166,64
Male,142,55
Female,141,76
Female,155,73
Male,155,98
Female,161,76
Male,170,82
Female,157,78
Female,167,65
Male,154,76
Male,161,72
Male,152,83
Male,172,88
Male,179,64
Male,144,89
Male,159,72
Female,152,96
Female,176,65
Male,157,60
Female,165,62
Female,165,63
Male,176,74
Female,140,54
Female,156,99
Male,178,77
Male,151,66
Female,179,88
Male,178,52
Female,159,57
Male,140,98
Male,150,92
Male,177,70
Male,145,55
Male,166,78
Female,162,52
Male,172,82
Male,174,92
Male,147,78
Female,168,80
Male,164,57
Male,153,67
Male,144,92
Female,153,59
Female,143,80
Female,169,62
Female,175,85
Male,149,88
Female,155,71
Male,145,90
Male,176,81
Male,171,86
Male,140,88
Female,158,76
Male,143,72
Male,163,56
Male,165,62
Female,163,78
Female,145,86
Female,148,57
Male,155,74
Male,160,98
Female,148,66
Male,158,52
Male,159,95
Male,157,94
Male,173,51
Female,160,97
Male,142,93
Female,158,71
Male,177,97
Female,179,92
Female,162,96
Male,153,87
Male,170,98
Female,144,83
Female,159,52
Female,166,86
Male,150,61
Female,153,88
Female,177,82
Male,166,86
Female,141,90
Female,178,56
Male,164,89
Male,151,91
Male,174,55
Female,176,91
Female,151,97
Male,169,70
Male,177,91
Female,175,50
Male,145,55
Male,148,92
Female,142,97
Male,172,77
Male,171,61
Female,167,63
Female,175,56
Male,176,91
Male,156,70
Male,178,67
Male,157,69
Male,150,77
Female,178,95
Female,159,91
Female,154,75
Male,148,84
Male,169,86
Female,162,54
Male,150,86
Female,171,51
Male,158,56
Male,156,60
Male,148,52
Female,176,93
Female,144,82
Female,179,71
Male,150,53
Female,152,64
Female,160,74
Male,146,72
Female,178,91
Female,160,98
Male,151,83
Female,157,89
Male,159,61
Female,148,78
Male,171,90
Male,154,70
Female,173,95
Female,165,59
Female,144,80
Female,140,76
Male,160,96
Female,160,78
Male,175,52
Male,161,58
Male,172,63
Female,161,71
Male,156,83
Male,177,94
Male,140,85
Male,140,62
Female,159,75
Female,168,52
Male,149,55
Female,160,54
Female,175,87
Female,173,99
Male,162,94
Female,160,54
Male,166,93
Female,143,64
Male,159,74
Male,144,99
Female,145,92
Male,144,59
Female,141,92
Male,144,66
Female,160,80
Female,143,81
Female,175,66
Female,143,82
Female,157,80
Female,168,83
Male,157,98
Male,176,90
Female,164,64
Male,141,58
Female,176,86
Male,167,84
Male,143,99
Male,157,97
Male,144,98
Female,177,83
Male,162,62
Female,172,59
Male,146,52
Female,146,95
Male,141,54
Female,159,73
Male,144,58
Male,159,69
Male,163,89
Male,142,56
Female,164,89
Male,163,61
Female,154,81
Male,160,65
Male,177,97
Male,154,82
Female,160,86
Female,166,88
Male,174,98
Male,150,68
Female,160,74
Male,147,86
Female,168,50
Male,148,67
Male,177,65
Male,141,65
Female,142,97
Male,165,95
Female,142,89
Female,155,64
Male,157,99
Female,175,77
Male,160,89
Male,145,89
Male,144,85
Male,160,83
Male,150,69
Female,158,78
Female,148,77
Female,179,64
Male,141,83
Female,154,97
Male,148,84
Male,157,73
Female,159,98
Female,152,93
Male,159,75
Female,176,91
Male,145,78
Male,179,89
Male,171,68
Female,157,57
Female,169,67
Female,173,57
Female,175,90
Male,175,63
Male,140,85
Male,146,54
Female,157,50
Female,171,63
Male,174,97
Male,153,81
Female,144,99
Female,176,71
Female,165,51
Female,172,55
Female,161,65
Male,175,59
Female,148,57
Female,153,86
Female,144,64
Male,151,55
Male,173,68
Female,179,99
Male,170,68
Female,144,74
Male,158,80
Female,164,69
Male,145,58
Male,156,68
Female,151,68
Female,162,84
Male,170,58
Female,155,50
Male,141,79
Male,168,51
Male,160,50
Female,174,57
Female,155,70
Male,153,69
Female,162,51
Female,171,54
Female,145,72
Female,156,64
Male,170,89
Female,179,68
Male,152,64
Male,164,57
Female,151,91
Female,161,50
Male,170,51
Male,159,66
Male,154,70
Male,168,65
Female,155,95
Female,173,70
Male,158,56
Female,169,89
Male,158,90
Female,169,56
Female,145,78
Female,151,76
Female,144,64
Male,150,60
Male,161,64
Male,151,86
Female,167,81
Female,168,67
Female,150,79
Female,174,61
Male,172,52
Male,170,94
Female,151,51
Female,162,75
Male,166,99
Female,176,59
Male,151,53
Male,154,77
Female,159,70
Male,170,82
Female,166,86
Female,175,62
Female,176,66
Male,157,81
Female,149,60
Female,170,60
Male,178,62
Female,143,84
Male,161,54
Male,165,68
Male,166,59
Female,147,66
Female,169,51
Male,178,70
Female,152,64
Female,162,57
Male,171,67
Male,170,88
Female,147,63
Male,161,84
Male,160,60
Female,159,87
Male,177,55
Male,146,51
Female,149,74
Male,175,76
Female,172,65
Male,164,68
Female,146,63
Female,158,99
Female,147,75
Female,171,61
Male,157,80
Female,171,64
Male,144,91
Female,164,78
Female,144,99
Female,151,76
Female,153,78
Male,166,57
Female,144,72
Female,170,61
Female,179,65
Female,147,51
Male,147,66
Female,153,50
Female,151,80
Male,173,80
Female,140,76
Female,179,55
Female,155,52
Female,160,93
Male,172,76
Male,147,77
Male,168,99
Female,162,52
Male,152,81
Female,166,86
Female,167,79
Female,177,76
Male,152,77
Male,179,65
Male,145,95
Male,159,73
Male,157,51
Female,171,60
Female,149,85
Male,168,86
Female,142,62
Male,167,72
Male,176,63
Female,142,90
Female,173,55
Female,166,86
Male,149,74
Male,161,86
Male,176,79
Male,168,91
Male,160,55
Female,175,82
Male,171,97
Female,178,93
Male,156,62
Female,163,91
Female,146,87
Male,166,88
Male,167,62
Female,147,83
Female,160,88
Male,168,50
Female,152,83
Male,152,80
Male,150,70
Male,148,61
Male,140,91
Male,169,69
Male,152,84
Female,147,81
Male,143,59
Female,144,66
Male,149,83
Male,144,67
Male,169,52
Female,164,99
Female,177,79
Male,142,81
Female,173,95
Male,144,98
Male,148,96
Female,175,63
Female,177,84
Male,167,73
Female,165,92
Female,179,88
Male,174,63
Male,143,95
Female,169,85
Female,167,76
Male,172,99
Male,149,74
Female,172,84
Male,152,62
Female,158,77
Male,155,60
Female,167,66
Female,152,77
Female,147,52
Female,168,60
Male,165,80
Male,146,55
Female,151,66
Male,166,63
Male,141,61
Male,152,74
Male,145,65
Male,179,80
Female,173,77
Male,170,52
Male,171,89
Male,158,69
Male,144,74
Male,176,69
Female,144,97
Male,147,92
Male,152,97
Female,172,66
Female,175,80
Female,167,69
Male,140,69
Female,171,70
Female,174,72
Male,146,60
Female,175,83
Female,142,65
Male,141,89
Male,168,90
Female,168,92
Male,171,52
Male,171,50
Female,158,77
Female,172,64
Male,141,89
Female,162,93
Female,164,59
Female,168,57
Female,159,51
Male,176,95
Female,154,75
Male,155,85
Female,148,65
Female,141,73
Male,144,90
Male,163,85
Female,163,76
Male,164,81
Male,159,79
Female,176,50
Female,168,60
Male,149,57
Male,157,53
Male,148,80
Female,161,68
Female,167,97
Male,144,94
Male,170,66
Female,170,56
Female,148,74
Female,153,59
Male,144,57
Male,166,91
Female,176,52
Female,160,50
Female,154,66
Female,145,51
Female,144,67
Female,143,69
Male,146,86
Female,143,71
Female,167,52
Female,179,91
Female,156,73
Male,179,76
Female,163,94
Male,166,55
Male,154,59
Male,177,90
Female,141,89
Female,166,98
Male,150,83
Female,161,93
Female,143,97
Female,165,53
Female,169,54
Male,151,73
Male,168,84
Male,173,99
Male,173,52
Female,168,81
Male,165,57
Female,171,92
Male,169,61
Female,148,71
Female,147,68
Female,173,92
Male,150,81
Male,157,96
Female,146,91
Female,151,79
Female,152,62
Male,154,68
Female,144,69
Female,158,84
Male,149,89
Male,177,63
Female,177,82
Female,153,58
Male,176,50
Female,160,76
Male,179,76
Male,151,80
Male,156,54
Male,145,89
Male,167,54
Male,146,98
Female,157,80
Male,142,63
Male,167,76
Male,159,60
Male,172,69
Male,145,96
Female,161,92
Female,171,53
Female,165,74
Male,142,94
Female,164,80
Male,158,53
Male,165,68
Male,143,55
Female,179,88
Male,143,91
Male,151,82
Male,170,58
Male,178,72
Female,179,69
Male,143,93
Male,170,82
Male,146,88
Female,170,74
Male,162,73
Female,154,61
Female,179,56
Male,171,65
Female,175,50
Female,175,86
Male,179,51
Male,175,96
Male,152,82
Male,157,75
Female,166,97
Male,172,80
Female,145,74
Male,166,55
Male,175,65
Male,150,50
Male,176,89
Male,145,69
Female,145,64
Male,158,60
Male,150,66
Male,173,82
Female,152,79
Male,175,85
Male,150,56
Female,179,82
Female,177,50
Male,166,94
Male,175,65
Female,175,97
Male,170,52
Female,161,70
Female,149,71
Male,175,87
Female,163,91
Male,175,60
Male,167,66
Female,160,93
Female,176,83
Male,173,79
Female,144,85
Female,150,58
Female,143,82
Female,151,54
Female,174,82
Female,170,79
Male,168,74
Female,151,58
Male,164,87
Female,167,62
Female,157,56
Female,166,76
Female,157,82
Male,165,97
Male,141,69
Female,143,88
Female,142,71
Male,178,53
Female,144,59
Male,169,60
Female,159,88
Male,176,78
Male,140,82
Female,140,71
Male,166,60
Female,145,65
Female,141,50
Female,176,99
Female,171,59
Female,157,83
Male,148,94
Male,175,75
Male,161,64
Female,174,54
Female,165,59
Female,142,76
Male,172,94
Female,170,59
Male,161,89
Male,168,91
Female,179,80
Male,177,59
Female,152,93
Female,149,93
Female,178,65
Female,177,63
Female,152,79
Female,166,85
Male,148,83
Female,143,58
Male,155,83
Male,141,72
Male,172,76
Male,160,77
Male,161,90
Female,152,69
Male,158,82
Female,144,53
Female,178,60
Male,172,71
Female,160,83
Female,176,78
Male,142,58
Male,161,77
Female,170,92
Female,151,87
Male,146,90
Male,144,67
Female,174,73
Male,152,79
Female,175,66
Female,149,62
Female,144,79
Female,156,73
Male,151,70
Male,157,87
Female,147,98
Female,154,98
Male,163,75
Male,168,72
Male,179,61
Male,140,84
Female,149,84
Male,177,64
Male,152,94
Female,146,98
Male,170,59
Female,170,58
Female,174,75
Male,158,79
Female,154,93
Female,178,65
Male,151,78
Male,163,65
Female,150,78
Female,174,54
Male,160,76
Female,162,65
Female,166,63
Female,179,50
Male,144,57
Female,142,83
Male,140,89
Female,167,79
Male,156,96
Male,178,53
Female,153,59
Female,171,52
Female,179,68
Female,174,62
Female,156,50
Female,161,80
Female,140,74
Male,162,55
Male,171,68
Male,165,61
Female,154,98
Male,158,99
Male,171,76
Male,174,94
Male,158,79
Female,150,52
Male,157,66
Male,148,95
Female,147,80
Male,157,93
Male,154,74
Male,166,80
Male,158,56
Female,148,81
Female,147,89
Female,151,59
Female,165,67
Female,150,58
Male,167,64
Female,177,73
Female,146,99
Male,161,55
Male,152,64
Male,150,92
Female,140,58
Male,179,96
Female,140,88
Female,153,51
Male,163,92
Male,175,99
Female,157,66
Male,149,93
Male,156,76
Male,174,60
Male,152,53
Female,156,70
Male,167,82
Male,172,66
Female,162,65
Female,164,53
Male,171,77
Female,143,82
Male,152,76
Female,161,50
Male,153,70
Male,150,58
Female,174,57
Female,149,78
Female,159,59
Female,154,98
Female,147,86
Female,172,59
Female,176,79
Female,149,70
Male,142,70
Male,153,65
Female,178,80
Female,147,65
Male,174,97
Male,172,75
Male,179,80
Female,172,51
Female,168,89
Male,174,71
Male,163,89
Female,166,85
Female,178,81
Male,162,57
Female,162,55
Male,155,51
Male,175,52
Male,179,75
Male,172,65
Male,175,90
Female,148,78
Male,161,50
Female,151,50
Female,179,72
Female,162,81
Male,157,81
Female,142,53
Female,174,50
Female,164,58
Male,146,92
Male,155,92
Female,149,62
Female,153,85
Female,150,65
Male,146,53
Female,160,91
Female,157,63
Female,160,90
Female,145,77
Female,144,87
Male,175,96
Female,157,99
Male,176,66
Male,143,50
Female,153,91
Male,145,59
Female,173,70
Female,155,99
Male,165,87
Female,169,79
Male,170,82
Female,144,77
Male,140,89
Female,174,63
Male,160,64
Male,176,51
Male,157,50
Female,145,84
Female,169,74
Female,147,57
Male,172,50
Male,151,51
Female,153,94
Male,160,61
Female,178,50
Male,164,65
Female,153,54
Female,149,79
Male,179,50
Male,174,52
Female,166,78
Female,171,58
Male,152,77
Male,174,63
Male,153,64
Female,151,51
Female,153,89
Female,154,73
Female,142,57
Female,140,91
Male,153,67
Female,161,73
Female,163,57
Male,154,51
Male,162,60
Male,178,79
Female,173,65
Female,153,81
Male,148,55
Female,174,93
Male,155,78
Male,147,91
Female,150,99
Female,179,90
Female,142,67
Male,145,79
Male,170,56
Male,175,87
Male,166,79
Male,179,81
Male,151,99
Male,166,99
Male,150,92
Male,177,81
Female,165,72
Female,159,95
Male,176,52
Male,155,93
Male,178,82
Female,177,83
Male,173,63
Female,150,66
Female,147,90
Male,151,53
Female,157,56
Male,159,56
Male,179,93
Male,173,59
Female,168,70
Female,154,85
Male,160,61
Female,178,75
Female,167,73
Female,153,93
Male,175,68
Female,170,94
Male,159,83
Female,177,71
Male,146,83
Female,147,98
Male,161,50
Male,143,54
Female,167,63
Male,165,92
Male,169,85
Female,166,79
Female,175,97
Male,174,80
Female,148,75
Female,177,56
Female,140,94
Male,173,52
Female,175,82
Male,155,52
Male,149,69
Female,140,72
Male,160,64
Female,154,56
Male,174,55
Male,146,70
Female,140,51
Female,154,77
Male,144,59
Female,154,76
Female,173,59
Male,168,73
Female,148,67
Male,173,83
Male,150,61
Male,146,86
Female,161,66
Male,150,85
Male,158,88
Male,164,67
Male,174,85
Male,141,73
Female,150,81
Male,162,67
Female,146,89
Male,179,77
Female,167,94
Male,177,62
Male,144,51
Male,175,81
Female,140,69
Male,168,87
Female,153,78
Female,167,91
Male,152,90
Male,153,84
Female,150,50
Female,155,76
Female,151,90
Female,155,82
Female,179,65
Female,149,58
Female,156,56
Female,158,57
Male,149,99
Female,175,88
Female,163,61
Female,166,64
Female,146,78
Male,172,98
Female,177,77
Female,148,72
Male,168,64
Male,166,91
Female,142,68
Male,154,79
Female,174,71
Male,160,76
Female,141,83
Female,175,88
Female,145,70
Male,174,67
Female,149,86
Female,169,63
Female,153,99
Female,171,99
Male,174,73
Female,150,78
Male,170,82
Male,147,54
Female,177,92
Female,163,59
Male,144,87
Female,166,62
Female,176,53
Male,152,60
Male,179,83
Male,159,51
Male,141,69
Male,173,82
Female,149,92
Female,174,60
Male,156,83
Male,172,96
Male,141,83
Female,168,69
Female,160,84
Male,176,83
Female,156,70
Male,141,75
Female,155,72
Female,146,58
Female,163,91
Female,168,59
Male,175,84
Male,177,95
Female,170,72
Female,167,63
Male,156,70
Male,173,85
Male,169,52
Female,142,78
Male,173,81
Male,173,54
Male,175,91
Female,140,52
Female,166,57
Male,172,53
Female,157,75
Male,170,52
Male,147,74
Female,170,96
Female,154,62
Female,168,73
Female,155,90
Male,176,82
Male,170,69
Male,160,90
Female,142,50
Male,177,77
Female,157,62
Male,154,92
Female,170,76
Male,168,59
Female,162,74
Female,176,79
Male,163,99
Female,159,91
Female,170,69
Female,150,83
Male,152,87
Female,155,74
Female,161,90
Male,171,90
Female,152,95
Female,149,63
Female,143,66
Male,161,93
Female,177,95
Male,179,69
Male,179,82
Male,145,78
Male,144,81
Female,163,67
Male,168,90
Male,164,85
Male,178,58
Male,156,52
Male,178,54
Female,169,83
Male,152,74
Male,168,96
Male,146,93
Male,179,82
Male,160,83
Male,148,65
Male,153,84
Female,150,62
Male,164,83
Female,143,58
Female,146,64
Male,173,58
Female,157,70
Male,153,74
Female,163,82
Female,164,76
Female,165,93
Female,147,56
Male,152,65
Female,164,85
Female,166,93
Male,153,94
Female,154,61
Male,157,92
Female,161,59
Female,177,81
Male,144,71
Female,155,93
Male,172,64
Female,152,94
Male,148,96
Male,142,71
Female,167,90
Female,149,75
Male,164,94
Female,155,61
Female,170,69
Male,173,63
Male,164,80
Female,175,66
Female,158,50
Female,165,65
Male,145,67
Female,168,67
Male,164,53
Female,170,66
Female,143,84
Male,170,57
Male,171,80
Female,155,89
Female,162,60
Female,149,97
Male,173,71
Male,170,74
Male,155,50
Male,140,57
Female,156,95
Female,169,71
Female,140,61
Female,170,89
Female,178,99
Male,175,71
Male,144,87
Male,161,62
Male,151,86
Male,164,53
Male,169,90
Male,141,74
Female,168,88
Male,142,85
Male,173,51
Male,178,84
Male,153,77
Male,148,64
Male,176,65
Male,177,53
Male,156,66
Male,168,89
Female,173,65
Male,164,89
Female,148,80
Female,140,76
Female,157,99
Male,157,90
Female,175,54
Male,177,92
Male,169,63
Male,161,97
Female,159,96
Female,156,94
Male,173,88
Male,171,65
Female,177,86
Male,164,95
Male,140,77
Male,168,70
Male,155,56
Male,179,70
Female,168,62
Male,176,53
Female,156,99
Female,146,70
Male,166,98
Female,172,62
Male,167,87
Female,173,58
Female,152,53
Female,171,66
Male,170,81
Female,140,76
Male,179,63
Male,157,50
Male,144,71
Male,144,92
Male,171,62
Female,179,96
Female,167,97
Male,162,74
Male,177,85
Female,157,94
Male,175,97
Female,177,92
Female,153,54
Female,173,92
Female,174,93
Female,147,94
Male,171,87
Female,169,58
Male,161,70
Male,148,52
Female,146,90
Male,153,71
Female,146,63
Male,141,71
Male,151,63
Female,151,60
Male,153,80
Female,148,67
Male,175,83
Female,173,88
Female,165,64
Female,175,99
Female,140,62
Female,148,88
Female,165,99
Male,142,98
Female,156,87
Female,140,63
Male,160,66
Female,172,66
Male,149,50
Female,157,52
Male,161,92
Male,161,67
Male,144,72
Female,142,52
Male,148,86
Male,171,66
Male,172,99
Female,140,89
Male,163,53
Male,157,75
Male,168,59
Female,142,63
Female,177,58
Female,174,75
Male,153,56
Male,174,54
Female,168,96
Male,167,55
Female,148,52
Male,140,73
Male,152,91
Female,147,62
Male,156,96
Male,148,96
Male,168,90
Female,158,58
Male,157,77
Female,162,96
Female,173,62
Female,162,60
Female,142,59
Female,141,60
Male,172,94
Female,145,82
Female,142,53
Female,141,85
Female,155,98
Male,152,67
Female,166,97
Female,169,83
Male,178,97
Female,177,89
Female,177,92
Female,157,52
Female,159,75
Male,167,80
Male,158,82
Female,142,62
Female,145,88
Male,159,76
Male,176,50
Female,173,88
Male,164,56
Female,142,93
Male,143,58
Male,173,65
Male,165,57
Female,158,94
Female,148,88
Female,149,71
Female,156,64
Male,174,57
Male,175,70
Female,169,74
Male,145,63
Male,164,63
Male,147,55
Female,174,51
Female,144,62
Female,163,57
Female,158,54
Female,140,77
Female,155,60
Male,154,91
Male,152,78
Male,176,72
Female,179,66
Male,143,68
Female,147,88
Male,143,54
Female,155,52
Female,171,93
Female,168,84
Female,156,51
Male,159,70
Female,159,83
Female,161,91
Male,144,53
Female,173,81
Female,158,76
Female,160,78
Male,168,86
Female,179,57
Male,159,68
Female,167,68
Male,164,53
Male,142,96
Female,173,78
Female,164,68
Female,162,82
Female,148,84
Male,140,95
Female,156,51
Female,174,94
Male,163,77
Male,147,69
Male,151,94
Female,155,81
Male,154,98
Female,153,64
Male,151,79
Male,168,99
Female,169,71
Female,149,85
Female,171,74
Male,170,82
Female,176,72
Male,161,60
Female,172,88
Male,155,83
Female,152,70
Female,168,96
Male,149,58
Female,177,72
Female,158,69
Female,166,60
Male,140,58
Male,144,80
Male,165,66
Male,178,96
Male,142,98
Female,144,66
Female,169,91
Male,141,88
Male,158,87
Female,156,53
Male,142,92
Female,176,50
Female,168,58
Female,168,97
Female,172,64
Female,155,80
Female,168,55
Female,160,69
Female,140,84
Male,149,98
Male,171,81
Female,172,53
Male,177,68
Male,147,74
Male,146,77
Male,175,66
Male,173,83
Female,162,83
Female,155,87
Male,150,83
Male,146,64
Male,159,58
Female,145,88
Male,172,52
Female,177,83
Male,158,52
Female,161,91
Female,145,88
Male,160,77
Male,154,54
Female,142,88
Male,167,68
Male,140,95
Female,142,78
Male,157,90
Female,159,89
Female,160,99
Female,162,87
Female,177,63
Female,166,68
Male,154,67
Male,154,52
Male,151,94
Female,140,92
Male,163,96
Female,173,58
Female,169,92
Female,163,62
Female,161,79
Female,158,98
Male,162,76
Male,161,80
Male,170,86
Male,148,60
Female,147,72
Female,140,58
Female,143,91
Female,173,88
Female,147,78
Female,152,97
Female,162,90
Female,168,60
Male,146,75
Female,154,70
Female,170,76
Female,153,98
Male,163,88
Male,166,94
Male,171,76
Male,168,80
Female,148,54
Female,162,53
Male,176,57
Male,172,85
Male,161,95
Female,174,74
Male,147,76
Female,140,86
Male,174,70
Female,168,84
Male,148,81
Male,143,61
Male,143,64
Male,145,74
Female,152,93
Female,145,77
Female,142,91
Male,155,62
Male,143,65
Female,147,82
Female,155,84
Male,143,56
Female,167,76
Female,152,63
Male,146,64
Male,153,86
Female,143,62
Male,140,85
Female,160,65
Male,161,64
Female,144,74
Male,163,55
Female,173,74
Female,170,86
Male,176,87
Female,174,64
Male,149,72
Male,164,76
Female,145,71
Male,161,70
Female,179,86
Female,175,83
Male,159,74
Male,150,87
Male,155,81
Female,146,90
Female,166,71
Male,145,70
Female,140,96
Female,168,68
Male,151,81
Female,168,52
Male,146,67
Male,178,74
Female,144,81
Male,177,78
Female,163,57
Female,157,97
Male,145,85
Female,164,53
Female,175,86
Female,174,62
Male,159,97
Female,168,70
Female,143,53
Male,168,77
Male,149,80
Male,165,98
Female,155,63
Male,178,60
Male,143,98
Male,166,73
Male,164,79
Female,155,95
Female,159,73
Female,142,53
Male,147,97
Female,151,73
Female,169,78
Male,163,68
Female,143,89
Male,145,96
Male,161,77
Male,158,52
Female,143,82
Female,149,61
Female,153,92
Female,148,66
Female,177,83
Male,142,81
Male,178,61
Female,161,61
Female,163,76
Male,171,62
Female,156,79
Male,150,52
Female,142,89
Male,151,54
Female,163,55
Female,171,72
Female,172,58
Female,150,52
Female,152,94
Female,153,77
Female,145,91
Male,157,65
Female,165,89
Male,165,84
Male,167,78
Female,169,71
Male,164,78
Female,150,52
Female,151,85
Female,145,63
Female,175,76
Female,177,99
Female,163,78
Male,164,80
Female,158,64
Male,157,67
Male,141,85
Female,162,96
Female,160,93
Male,165,62
Female,158,82
Male,177,89
Male,177,98
Female,155,67
Male,161,94
Male,167,59
Male,158,83
Male,157,88
Male,173,98
Female,176,75
Female,165,57
Male,142,61
Female,163,99
Male,155,89
Female,176,95
Male,159,74
Female,153,52
Male,174,86
Female,178,77
Female,171,72
Male,147,96
Male,170,59
Female,170,82
Female,154,52
Female,168,77
Female,141,71
Male,152,65
Male,154,58
Female,160,60
Female,145,73
Male,177,69
Female,140,68
Male,144,73
Female,179,54
Male,163,55
Male,147,73
Female,156,76
Female,143,67
Male,173,71
Male,142,65
Male,173,85
Female,170,72
Male,169,91
Male,150,54
Female,162,51
Female,145,86
Female,179,84
Male,144,99
Male,172,78
Male,155,65
Female,175,59
Female,166,72
Female,141,60
Male,148,53
Female,155,69
Male,153,87
Female,161,97
Female,162,63
Male,155,80
Female,173,86
Male,175,52
Male,169,58
Male,160,54
Female,159,74
Male,167,92
Female,147,59
Female,179,97
Male,158,57
Male,156,61
Female,174,96
Male,153,83
Male,153,86
Male,160,77
Female,167,84
Male,169,88
Male,176,73
Male,159,83
Female,166,69
Male,171,89
Female,149,84
Female,167,72
Male,149,99
Female,154,67
Female,171,92
Female,158,66
Female,165,89
Female,176,74
Female,161,70
Male,167,64
Male,152,83
Male,159,65
Male,171,60
Female,154,78
Male,174,54
Female,147,61
Male,142,73
Male,158,99
Female,172,73
Male,162,70
Male,149,82
Female,148,60
Male,151,82
Male,166,64
Male,159,53
Female,147,69
Female,144,72
Female,173,61
